name,chapter,email,phone,website,address,desc
"Michael Baker International, Inc.",San Diego,tlim@mbakerintl.com,858 614-5000 (Phone); 858 614-5001 (Fax),http://www.mbakerintl.com,"9635 Granite Ridge Drive, Suite 300, San Diego, California, 92123",Engineering services: subdivision engineering; public works engineering; commercial/industrial site design; traffic engineering; water resource engineering; street and highway design engineering; bridge and structural design; traffic signal design; construction engineering management; electrical engineering.  Planning services:  environmental analysis; transportation planning; site and land use planning; and geographic info systems.  Surveying:  boundary survey and analysis; final subdivision mapping; field surveying and staking.
"Raba Kistner, Inc.",Los Angeles County,info@rkci.com,801 372-0447 (Phone),http://www.rkci.com,"P.O. Box 690287, San Antonio, Texas, 78269","Founded in 1968, Raba Kistner, Inc. has become an industry leader among engineering consulting firms, specializing in addressing the key risk areas of management services that address the complete Life Cycle of our clients’ capital investments. Offering a wide scope of  services to include: project management, engineering, geotechnical, materials testing, environmental and infrastructure services; Raba Kistner is committed to delivering our service right: the first time, on time, every time."
Sukow Engineering,Los Angeles County Chapter,,,,"13266 Cantara Street, North Hollywood, California","Civil engineering and surveying services.  Providing improvement plan design and processing, mapping functions, design surveys, construction surveying and design project management."
BKF Engineers,Non-Chapter,jkirchmann@bkf.com,510 529-0336 (Phone); 510 529-0336 (Fax),http://www.bkf.com,"810 5th Avenue, Suite 210, San Rafael, California, 94901","For 100 years BKF has been Delivering Inspired Infrastructure for our clients. We have earned our clientsÕ trust and won their repeat business. We work hard to help our clients achieve their goals. Because of our network of 11 California offices, we have extensive local knowledge of feasibility, permitting, and entitlement approvals. We have built a reputation on the ability to plan, design, survey, and successfully implement complex infrastructure and development projects throughout California. BKFÕs track record of achieving entitlement and construction of finished major and minor public and private project is unmatched in the San Francisco Bay Area and throughout California."
"LEE & RO, Inc.",Los Angeles County Chapter,donna.smith@lee-ro.com,626 912-3391 (Phone); 626 912-2015 (Fax),http://www.lee-ro.com,"1199 S. Fullerton Road, City of Industry, California, 91748","LEE & RO, Inc. is a full service engineering firm specializing in planning, design, construction management and inspection of water infrastructure and public works facilities."
"Michael Baker International, Inc.",Riverside/San Bernardino,calberts@mbakerintl.om,909 974-4900 (Phone); 909 974-4004 (Fax),http://www.mbakerintl.com,"3536 Concours Street, Suite 100, Ontario, California, 91764",Engineering services:  subdivision engineering; public works engineering; commercial/industrial site design; traffic engineering; water resource engineering; street and highway design engineering; bridge and structural design; traffic signal design; construction engineering management; electrical engineering.  Planning services:  environmental analysis; transportation planning; site and land use planning; and geographic info systems.  Surveying:  boundary survey and analysis; final subdivision mapping; field surveying and staking.
GHD Inc.,East Bay,hal.willliams@ghd.com,510 721-2853 (Phone),https://www.ghd.com,"1970 Broadway, Suite 930, Oakland, California, 94612",
"Carollo Engineers, Inc.",San Joaquin Valley Chapter,tloper@carollo.com,559 436-6616 (Phone); 559 436-1191 (Fax),http://www.carollo.com,"710 West Pinedale Avenue, Fresno, California, 93711","Carollo Engineers offers over six decades of experience in water, wastewater, energy, solid waste, storm drainage, and related projects. The scope of services to municipal, regional, and industrial clients includes technical and economic feasibility studies, planning and conceptual development, detailed engineering and design, procurement, expediting, and construction management services, start-up, and operations assistance and training."
"Kittelson & Associates, Inc.",Bay Bridge,alopez@kittelson.com,510 839-1742 (Phone),https://www.kittelson.com,"155 Grand Avenue, Suite 505, Oakland, California, 94612","Kittelson is a transportation planning, engineering, and research consulting firm that has served public agencies and private organizations across the US since 1985. With 25 offices and approximately 360 people across the US, Kittelson has expertise in national research; traffic operations; roadway, signal, and roundabout design; travel demand forecasting; emerging mobility/micromobility; connected/automated vehicle planning and policy; CEQA/NEPA and WMT analysis; signing and striping plans; multimodal planning; transportation safety; transportation demand management; and gran-writing."
HNTB Corporation,San Diego,mpweber@hntb.com,619 684-6555 (Phone); 619 684-6556 (Fax),http://www.hntb.com,"401 B Street, Suite 301, San Diego, California, 92101","HNTB Corporation is a full service architectural, engineering and planning firm, with over ninety years of experience. HNTB has extensive experience in the areas of highway and street design, bridge design, transit and rail design, airport design, urban planning, general architecture, interior design, and mechanical and electrical design, construction management and design/build."
Arup,Bay Bridge Chapter,sanfrancisco@arup.com,415 957-9445 (Phone); 415 957-9096 (Fax),http://www.arup.com,"560 Mission Street, Suite 700, San Francisco, California, 94105","Arup is an independent firm of designers, planners, engineers, consultants and technical specialists offering a broad range of professional services. Through our work, we make a positive difference in the world. We shape a better world."
Ninyo & Moore,San Diego,aninyo@ninyoandmoore.com,858 576-1000 (Phone); 858 576-9600 (Fax),http://www.ninyoandmoore.com,"5710 Ruffin Road, San Diego, California, 92123","Ninyo & Moore is a professional geotechnical and environmental consulting firm providing geotechnical engineering, engineering geology, engineering geophysics, hydrogeology, and environmental consulting services. We provide services for roads, highways, bridges, reservoirs, airports, water and sewer pipelines, pump stations, treatment plants, flood control facilities, and other public and private works."
Kurt Fischer Structural Engineering,Los Angeles County,kfischer@kfseng.com,818 874-1445 (Phone),http://www.kfseng.com,"17547 Ventura Blvd., Suite 305, Encino, California, 91316","KFSE provides structural engineering design services for architects, developers, contractors, and owners. Our project experience ranges from small renovations to the design of multi-block urban developments, representing the full spectrum of building types, including: office, retail, mixed-use, hotel, residential, laboratories, medical facilities, aviation, educational, institutional, entertainment, metro, and other specialty structures."
Reddy Engineering Services,San Diego,vinay@reddyengineering.com,510 409-2640 (Phone),https://reddyengineering.com/,"3160 Camino del Rio South, Suite 217, San Diego, California, 92108",Construction Managament and Landscape Architecture
"Soil Retention Systems, Inc.",San Diego,njansson@soilretention.com,760 966-6090 (Phone),,"1265 Carlsbad Village Drive, Suite 100, Carlsbad, California","Soil Retention is the inventor, producer and installer of Plantable concrete systems, including Verdura, a fully plantable retaining wall system; Drivable Grass, a permeable, flexible and plantable concrete pavement system; and Enviroflex, a tapered, vertically interlocking articulating concrete block (ACB) revetment system."
SSC Inc,Bay Bridge,sam.sowko@sscinc.us,510 292-7869 (Phone),https://www.sscinc.us,"1 Ave of the Palms, Suite 16B, San Francisco, California, 94130","SSC, Inc is a full-service program/project/construction management and engineering firm. Our mission is to provide solutions-based service to help clients deliver project across a diverse portfolio"
"Waters Cardenas Land Surveying, LLP",Channel Coast,bwaters@wcsurveying.com,805 967-4416 (Phone),,"5951 Encina Place, Suite 105, Goleta, California, 93117","Two offices providing professional land surveying services in Santa Barbara, Ventura, and San Luis Obispo Counties."
Kleinfelder,Non-Chapter,akidd@kleinfelder.com,925 484-1700 (Phone); 510 887-5932 (Fax),http://www.kleinfelder.com,"2601 Barrington Court, Hayward, California, 94545","Kleinfelder is an employee-owned architecture, engineering, and science consulting firm providing solutions to meet our world's complex infrastructure and natural resource challenges. Leveraging our global technical network of nearly 2,000 employees, we deliver sustainable solutions on every project, for every client, anywhere in the world."
Ninyo & Moore,Los Angeles County,kyoshii@ninyoandmoore.com,213 488-5111 (Phone); 213 995-9994 (Fax),http://www.ninyoandmoore.com,"355 South Grand Avenue, Suite 2450, Los Angeles, California, 90071","Ninyo & Moore is a professional geotechnical and environmental consulting firm providing geotechnical engineering, engineering geology, engineering geophysics, hydrogeology, and environmental consulting services. We provide services for roads, highways, bridges, reservoirs, airports, water and sewer pipelines, pump stations, treatment plants, flood control facilities, and other public and private works."
Labib Funk & Associates,Los Angeles County,john@labibse.com,213 239-9600 (Phone); 213 239-9699 (Fax),http://www.labibfunk.com,"319 Main Street, El Segundo, California, 90245",
AECOM,Orange County Chapter,rob.lowey@aecom.com,714 567-2530 (Phone),http://www.aecom.com,"999 Town & Country Road, Orange, California, 92868","AECOM, a Fortune 500 company, is a global provider of professional technical and management support services to a broad range of markets, including water/wastewater, transportation, facilities, environmental and energy. With offices in over 100 countries, AECOM (www.aecom.com) provides a blend of global reach, local knowledge, innovation, and technical excellence in delivering solutions that enhance and sustain the world's built, natural, and social environments."
"Shute, Mihaly & Weinberger LLP",Affiliate Member,,,,"396 Hayes Street, San Francisco, California","Shute, Mihaly & Weinberger LLP is a law partnership formed in 1980 to practice government, environmental, natural resources, land use, and appellate law, primarily in California. The firm represents primarily public agencies and citizen groups. We offer a full array of litigation, counseling and planning services, and work regularly with technical consultants in a broad range of disciplines."
T.Y. Lin International,Sierra,robert.fish@tylin.com,916 349-4250 (Phone),http://www.tylin.com,"1545 River Park Drive, Suite 201, Sacramento, California, 95815","Founded in 1954, T.Y. Lin International is an internationally recognized, multi-disciplined full-service infrastructure engineering firm committed to providing innovative, cost-effective, constructible designs for the global infrastructure market. With more than 2,000 employees working in offices throughout the United States and Asia, the firm is able to provide support on projects of varying sizes and complexity."
Kleinfelder,Bay Bridge,boneill@kleinfelder.com,510 628-9000 (Phone); 510 628-9009 (Fax),http://www.kleinfelder.com,"1814 Franklin Street, Suite 504, Oakland, California, 94612","Kleinfelder is an employee-owned architecture, engineering, and science consulting firm providing solutions to meet our world's complex infrastructure and natural resource challenges. Leveraging our global technical network of nearly 2,000 employees, we deliver sustainable solutions on every project, for every client, anywhere in the world."
Risk Strategies Company,,,,,"1350 Old Bayshore Hwy., Suite 125, Burlingame, California",Insurance brokerage services and consultation specializing in architects and engineers.
CE2,East Bay,info@ce2corp.com,925 463-7301 (Phone); 925 463-7351 (Fax),http://www.CE2corp.com,"6200 Stoneridge Mall Road, Suite 300, Pleasanton, California, 94588","CE2 Corporation provides mission support services for government agencies and commercial industries, particularly in the areas of Project Management, Environmental Restoration/Engineering, Waste Management, Information Managment, and Program Management."
"Kimley-Horn and Associates, Inc.",Santa Clara,parag.mehta@kimley-horn.com,669 800-4130 (Phone),http://www.kimley-horn.com,"10 Almaden Blvd., Suite 1250, San Jose, California, 95113","Kimley-Horn is one of the nation’s most comprehensive and best respected engineering and land planning firms. With over 2,000 staff in more than 75 offices nationwide, it offers full services in a wide range of disciplines: aviation, the environment, intelligent transportation systems, forensic engineering, landscape architecture, land planning, transit, transportation, roads and bridges, urban redevelopment, water resources and wireless communications. Kimley-Horn has placed on FORTUNE magazine’s “100 Best Companies to Work For”."
HDR,Non-Chapter,sean.hoss@hdrinc.com,909 626-0967 (Phone); 909 626-3316 (Fax),http://www.hdrinc.com,"431 West Baseline Road, Claremont, California, 91711","Planning and design of water and wastewater projects, bridges, highways, railroads, solid waste, water resources, environmental planning and permitting."
"JLB Traffic Engineering, Inc.",San Joaquin Valley,jbenavides@jlbtraffic.com,559 570-8991 (Phone),http://www.jlbtraffic.com,"516 West Shaw Avenue, Suite 103, Fresno, California, 93704","JLB Traffic Engineering, Inc. specializes in traffic engineering, parking planning and design services. Some of the planning services include, parking and onsite circulation layout, parking studies, parking generation, parking occupancy and duration studies, traffic studies, roadway geometrics, trip generation and distribution, traffic calming, access and safety evaluations, railroad preemption timing, speed limit studies, no passing zone studies, intersection operations. Designs include signals, flashing beacons, in roadway lighted crosswalks etc."
"F3 & Associates, Inc.",East Bay,gfeickert@F3-inc.com,707 748-4300 (Phone); 707 361-0295 (Fax),http://www.f3-inc.com,"701 E. H Street, Benicia, California, 94510",Land survey and 3D scanning and 3D printing.
"MNS Engineers, Inc.",,mpatton@mnsengineers.com,805 692-6921 (Phone); 805 692-6931 (Fax),http://www.mnsengineers.com,"201 North Calle Cesar Chavez, Suite 300, Santa Barbara, California, 93103","MNS is a civil engineering, construction management and land surveying firm serving the transportation, water resources, government services and federal markets.  We are a California Certified Small Business Enterprise (SBE), and signatory to IUOE Local 12."
CriticalArc,San Diego,jharder@criticalarccx.com,619 573-7598 (Phone),http://www.criticalarccx.com,"2647 Gateway Road, Suite 105-485, Carlsbad, California, 92009","CriticalArc is a professional services consulting firm. We provide construction commissioning services for mechanical, electrical plumbing, fire protection, fire alarm, controls and low voltage disciplines. Building Commissioning is the professional practice that ensures buildings are delivered according to the Owner's Project Requirements. This involves extensive field checkout and testing. In addition, we provide staff augmentation services to builders that need technical assistance on large and complicated projects. We focus on large airports and mission critical projects."
"Pandell Law Firm, Inc.",Affiliate Member,,,,"1990 North California Blvd., Suite 1010, Walnut Creek, California","Over 29 years of experience, specializing in representing engineers and architects in loss prevention, contract review and fee claims, litigation, arbitrations, and mediations."
MME,Monterey Bay Area,info@m-me.com,831 426-3186 (Phone),http://www.m-me.com,"224 Walnut Avenue, Suite B, Santa Cruz, California, 95060","MME provides civil and structural design of buildings, bridges and near shore marine facilities and civil design of site improvements such as parking facilities, street improvements and utility service extensions to architects and other design professionals, municipalities, developers and the general public. Specialties include transit facilities, marina and harbor facilities, coastal protection structures, and seismic improvement to unreinforced masonry, concrete, wood and steel buildings. Services include project planning, feasibility studies and conceptual designs, permitting, design, cost estimating, construction documents, construction phase services and post-construction investigations."
,,,,,,
Stover Engineering,Redwood Region,info@stovereng.com,707 465-6742 (Phone),http://www.stovereng.com,"711 H Street, Crescent City, California, 95531","General civil engineering with emphasis on municipal, structural, water/wastewater design, and construction management."
Blackburn Consulting,Marin,tom@blackburnconsulting.com,530 887-1494 (Phone); 530 887-1495 (Fax),http://www.blackburnconsulting.com,"11521 Blocker Drive, Suite 110, Auburn, California, 95603","Geotechnical, geo-environmental and construction services for transportation, water resources, structures and construction litigation support projects."
AtkinsRealis,Non-Chapter,maria.alvarez@atkinsrealis.com,916 782-7275 (Phone),https://www.atkinsrealis.com,"1410 Rocky Ridge Drive, Suite 140, Roseville, California, 95661",
"Visual Concepts Lighting, Inc.",San Diego,kperez@vcl-inc.com,858 2784503 (Phone),https://www.vcl-inc.com,"4858 Mercury Street, Suite 210, San Diego, California, 92111",Lighting Design and Electrical Engineering Consulting Services.
"Liftech Consultants, Inc.",Bay Bridge,liftech@liftech.net,510 832-5606 (Phone); 510 832-2436 (Fax),http://www.liftech.net,"344-20th Street, Suite 360, Oakland, California, 94612","Structural design, analysis, and investigation of special structures:  container cranes, barge cranes, heavy rigging gear and derricks, ships, shipboard equipment, domed roof structures, cranes and rigging for nuclear power plants; simulation analysis of container cranes and yards; static and dynamic analysis and instrumentation."
Stillwater Sciences,Non-Chapter,shult@stillwatersci.com,530 756-7550 (Phone),,"279 Cousteu Place, Suite 400, Davis, California","Stillwater Sciences specializes in science-based, technical approaches to natural and water resource management. Using a collaborative and targeted approach, we integrate habitat and species information to understand critical ecosystem processes and identify effective measures for restoring and managing rivers and their floodplains as functioning ecosystems within the context of current conditions and future climate change. We work closely with our partner clients, including agencies, industry, and non-governmental organizations, to provide the technical information you need to make scientifically sound management decisions."
AECOM,San Diego,dan.lee@aecom.com,619 610-7600 (Phone),http://www.aecom.com,"401 West A Street, Suite 1200, San Diego, California, 92101","AECOM, a Fortune 500 company, is a global provider of professional technical and management support services to a broad range of markets, including water/wastewater, transportation, facilities, environmental and energy. With offices in over 100 countries, AECOM (www.aecom.com) provides a blend of global reach, local knowledge, innovation, and technical excellence in delivering solutions that enhance and sustain the world's built, natural, and social environments."
Ninyo & Moore,Riverside/San Bernardino,kyoshii@ninyoandmoore.com,909 758-5960 (Phone); 909 758-5966 (Fax),http://www.ninyoandmoore.com,"7888 Cherry Avenue, Unit I, Fontana, California, 92336","Ninyo & Moore is a professional geotechnical and environmental consulting firm providing geotechnical engineering, engineering geology, engineering geophysics, hydrogeology, and environmental consulting services. We provide services for roads, highways, bridges, reservoirs, airports, water and sewer pipelines, pump stations, treatment plants, flood control facilities, and other public and private works."
"WEST Consultants, Inc.",San Diego Chapter,,,,"11440 West Bernardo Drive, Suite 360, San Diego, California","WEST Consultants, Inc. provides water resources engineering consulting services to government and private clients. The company offers services to our clients on a local, national and international level in: water resources, erosion control, bridge scour analysis, sediment transport, wetland hydrology, surface and groundwater, hydrologic modeling, flood control, floodplain mapping, hydraulics, environmental engineering, water quality and contaminant transport modeling, coastal and estuarine modeling, software sales, computer programming, training, and quality assurance."
"Howard Carter Associates, Inc.",Monterey Bay Area,hcaengineers9600@gmail.com,831 373-3119 (Phone); 831 373-5872 (Fax),http://www.hcaengineers.com,"9600 Blue Larkspur Lane, Suite 202, Monterey, California, 93940",Structural engineering services
Geocon Incorporated,Non-Chapter,jelisa@geoconinc.com,949 491-6570 (Phone),http://www.geoconinc.com,"15520 Rockfield Boulevard, Suite J, Irvine, California, 92618","Geotechnical engineering, engineering geology, environmental services, construction inspection, and materials testing. Geocon serves the development and public works sectors throughout California."
Zeltmacher Structural Design Engineering,Sequoia,andrew.randolph@zeltmacher.com,559 553-0337 (Phone),,"200 North Santa Fe Street, Visalia, California, 93292","We provide a wide range of structural engineering services - from initial concept through construction-ready plans. Whether it's new construction, remodels, seismic assessments, or drafting support, our team delivers practical code-compliant solutions with a focus on efficiency, coordination, and safety."
Mott MacDonald,Santa Clara,mohamed.basma@mottmac.com,408 572-8800 (Phone),http://www.mottmac.com,"2077 Gateway Place, Suite 550, San Jose, California, 95110",
GHD,Bay Bridge Chapter,sanfrancisco@ghd.com,415 283-4970 (Phone); 415 283-4980 (Fax),http://www.ghd.com,"655 Montgomery Street, Suite 1010, San Francisco, California, 94111","Multi-discipline consulting engineering (civil, structural, electrical, mechanical, environmental) and associated services (land surveying, planning, environmental studies, and toxic remediation)."
"Quad Knopf, Inc.",,nate.meeks@qkinc.com,,,"6051 North Fresno Street, Suite 200, Fresno, California","Quad Knopf, Inc., established in 1972, provides professional services in engineering, land surveying, planning, geographic information systems, landscape architecture and biology. The firm operates from offices in Bakersfield, Visalia, Fresno and Roseville. Services offered include city engineering, public works, infrastructure, water, wastewater, commercial and industrial, subdivisions, site engineering, hydrology, surveying, assessment engineering, labor compliance plans, land use planning, environmental impact reports, redevelopment planning, biology and habitat conservation plans."
GMEP Engineers,Orange County,shu@gmepe.com,949 267-9095 (Phone),http://www.gmpe.com,"26439 Rancho Parkway S Suite 120, Lake Forest, California, 92630","Engineering consulting in mechanical HVAC, electrical, and plumbing design."
"Jacobs Engineering Group, Inc.",Bay Bridge,joseph.deery@jacobs.com,510 457-0027 (Phone); 510 457-0037 (Fax),http://www.jacobs.com,"300 Frank H. Ogawa Plaza, Suite 600, Oakland, California, 94612","Provides a full range of capabilities for development, design, construction, and operation of capital facilities in six functional market areas:  Transportation, Public Works, Environmental, Industrial, Architecture, and Advanced Technologies."
"Avila and Associates Consulting Engineers, Inc.",East Bay,cavila@avilaassociates.com,925 673-0549 (Phone); 925 673-0509 (Fax),http://www.avilaassociates.com,"712 Bancroft Road, Suite 333, Walnut Creek, California, 94598","Avila and Associates Consulting Engineers, Inc. was established in September 2001with a mission to provide multi-disciplinary consulting engineering services to public agencies at the Federal, State and Local level, private property owners, other civil engineering professionals, professional service firms, and attorneys-at-law. The firm has focused on hydrology, hydraulic analysis, scour analysis of bridges including the impacts of gravel mining activities and scour countermeasure design, water utility engineering and planning, water resources, and program management (i.e. environmental and facility renewal and replacement)."
DKS Associates,Non-Chapter,jim.damkowitch@dksassociates.com,916 368-2000 (Phone); 916 368-1020 (Fax),,"8950 Cal Center Drive, Suite 340, Sacramento, California, 95826","DKS Associates is a consulting engineering company specializing in transportation. DKS provides a full range of traffic engineering, transportation planning and Intelligent Transportation Systems services, including traffic signal systems, corridor analysis, circulation planning, traffic operations analysis, and design of traffic engineering elements (lighting, signals, communication, signing, striping, temporary traffic control)."
"Michael Baker International, Inc.",Sierra,tom.tracy@mbakerintl.com,916 361-8384 (Phone),http://www.mbakerintl.com,"3100 Zinfandel Drive, Suite 125, Rancho Cordova, California, 95670",Engineering services: subdivision engineering; public works engineering; commercial/industrial site design; traffic engineering; water resource engineering; street and highway design engineering; bridge and structural design; traffic signal design; construction engineering management; electrical engineering. Planning services:  environmental analysis; transportation planning; site and land use planning; and geographic info systems.  Surveying:  boundary survey and analysis; final subdivision mapping; field surveying and staking.
Provost & Pritchard,Non-Chapter,jhopkins@ppeng.com,209 829-1685 (Phone),,"249 W. Pacheco Blvd., Suite B, Los Banos, California","Provost & Pritchard Consulting Group is a diverse civil engineering and land surveying firm engaged in water resources and land development engineering. Specialties include municipal water, wastewater, flood control and drainage, irrigation and water district management and engineering, on-farm irrigation and drainage, municipal infrastructure, subdivision and site development engineering, land surveying, GIS services and dairy design and regulatory compliance."
P2S LP,Los Angeles County,,,,"5000 East Spring Street, Suite 800, Long Beach, California","Full service consulting engineering firm providing mechanical, electrical, plumbing/piping and telecommunication design services for educational, industrial and advanced technology facilities."
"Saiful Bouquet Structural Engineers, Inc.",Los Angeles County,spaige@saifulbouquet.com,213 315-2277 (Phone); 213 315-2422 (Fax),http://www.saifulbouquet.com,"725 S. Figueroa St., 37th Floor, Los Angeles, California, 90017","Saiful Bouquet Structural Engineers, Inc. (SBI) is an award-winning and innovative structural engineering firm engaged in providing collaborative and cost-conscious design solutions. Since its inception on July 2, 1997, SBI continues to be one of the fastest growing structural consulting firms in California. SBI's expertise encompasses Institutional, Residential, Healthcare, Commercial, Hospitality, Aviation, Civic/ Justice, Retail, and Historic structures."
"LEE & RO, Inc.",Non-Chapter,donna.smith@lee-ro.com,925 937-4050 (Phone),http://www.lee-ro.com,"1550 Parkside Drive, Suite 320, Walnut Creek, California, 94596","LEE & RO, Inc. is a full service engineering firm specializing in planning, design, construction management and inspection of water infrastructure and public works facilities."
"Phoenix Civil Engineering, Inc.",Channel Coast,jturner@phoenixcivil.com,805 658-6800 (Phone),http://www.phoenixcivil.com,"535 East Main Street, Santa Paula, California, 93060","Phoenix Civil Engineering, Inc. is a civil engineering design firm. While focused in Ventura County, our group also has extensive project experience throughout California. The partners have years of experience in water and waste water systems, construction administration, project administration, pavement design, utility infrastructure design, storm water regulations, drainage system designs, trenchless pipeline design and rehabilitation, and road/street design."
"Parametrix, Inc.",San Diego,cshannon@parametrix.com,619 768-0600 (Phone),https://www.parametrix.com,"12555 High Bluff Drive, Suite 225, San Diego, California, 92130","At Parametrix, we help clients imagine what's possible. Whether its resilient infrastructure, livable communities, or habitat restoration, we partner with clients to create vibrant, sustainable communities for generations to come. We are an engineering, planning, and advisory consulting firm with 750 plus staff delivering multi-disciplinary services in transportation, water, community building and environmental planning and compliance."
"David Evans and Associates, Inc.",Non-Chapter,katie.logan@deainc.com,661 284-7400 (Phone); 661 284-7401 (Fax),http://www.deainc.com,"25152 Springfield Court, Suite 350, Santa Clarita, California, 91355","Civil engineering, planning, surveying, water resources, landscape architects, telecommunications, structural engineering, transportation planning, and transit highway engineering."
BKF Engineers,Peninsula,snorth@bkf.com,650 4826300 (Phone),http://www.bkf.com,"255 Shoreline Drive, Suite 200, Redwood City, California, 94065","For 100 years BKF has been Delivering Inspired Infrastructure for our clients. We have earned our clientsÕ trust and won their repeat business. We work hard to help our clients achieve their goals. Because of our network of 11 California offices, we have extensive local knowledge of feasibility, permitting, and entitlement approvals. We have built a reputation on the ability to plan, design, survey, and successfully implement complex infrastructure and development projects throughout California. BKFÕs track record of achieving entitlement and construction of finished major and minor public and private project is unmatched in the San Francisco Bay Area and throughout California."
"Towill, Inc.",San Diego,jake.kruger@towill.com,858 384-0088 (Phone); 858 571-2030 (Fax),http://www.towill.com,"8799 Balboa Avenue, Suite 140, San Diego, California, 92123","Towill, Inc. is a premier provider of geomatics services and technologies offering a broad range of advanced surveying, mapping,  and GIS services which include land surveying; high accuracy specialty surveying; digital and film-based aerial photography; airborne, terrestrial, and mobile Light Detection and Ranging (LiDAR); digital 3D and 2D photogrammetric mapping; volumetricsl and geospatial solutions (GIS)."
"Summers Engineering, Inc.",Sequoia,sjacob@summerseng.com,559 582-9237 (Phone),,"PO Box 1122, Hanford, California, 93232","Water supply studies for both municipal and agricultural use, design specifications and supervision of construction of irrigation and drainage works, pipelines, pumping and treatment plants."
KPFF Consulting Engineers,Non-Chapter Member,dan.allwardt@kpff.com,916 772-7688 (Phone); 916 772-7699 (Fax),http://www.kpff.com,"2250 Douglas Boulevard, #200, Roseville, California, 95661","KPFF Consulting Engineers provides civil and structural, engineering services for private and public clients. Working with architects, owners, developers, contractors, and public clients. KPFF engineers design structural and civil systems for commercial/office, medical/research, residential/hospitality, industrial, parking, trails, educational, transportation/transit, bridge, retail, and marine/waterfront facilities."
MPF Inc.,East Bay,,407 5928 (Phone),,"1990 N. California Blvd., Suite 20, Walnut Creek, California, 94596","MPF provides engineering, design and management services for the transit and rail industry. The firm's areas of expertise include large project/ program management, alternative delivery, design, construction management and staff augmentation support. Key members have guided numerous projects through the entire project lifecycle from conceptual engineering through construction, systems testing, startup, and operation."
Arup,Los Angeles County,losangeles@arup.com,310 578-4400 (Phone),http://www.arup.com,"900 Wilshire Blvd., 19th Floor, Los Angeles, California, 90017","Arup is an independent firm of designers, planners, engineers, consultants and technical specialists offering a broad range of professional services. Through our work, we make a positive difference in the world. We shape a better world."
TranSystems Corporation,Bay Bridge Chapter,mlrule@transystems.com,510 835-2761 (Phone); 510 842-1579 (Fax),http://www.transystems.com,"2000 Center Street, Suite 303, Berkeley, California, 94704","Planning, civil and structural engineering, architecture, logistics and operations analysis/simulation for transportation - related projects and facilities."
KKCS,Los Angeles County,dev.krishnan@kkcsinc.com,213 488-0900 (Phone); 213 488-5113 (Fax),https://www.kkcsinc.com,"5093 Lone Tree Way, Anitoch, California, 94531","KKCS provides general engineering services as well as project management and oversight, ownerÕs representative, inspection and project control services to public agencies and private sector clients. Key infrastructure markets include public transit and transportation, education and water projects."
HNTB Corporation,Bay Bridge,rjwatson@hntb.com,415 963-6700 (Phone),http://www.hntb.com,"49 Stevenson Street, Suite 600, San Francisco, California, 94105","HNTB Corporation is a full service architectural, engineering and planning firm, with over ninety years of experience. HNTB has extensive experience in the areas of highway and street design, bridge design, transit and rail design, airport design, urban planning, general architecture, interior design, and mechanical and electrical design, construction management and design/build."
Vang Inc Consulting Engineers,San Joaquin Valley,kenvang@vice-engr.com,559 775-0023 (Phone),http://www.vice-engr.com,"4010 N. Chestnut Avenue, Suite 101, Fresno, California, 93726","Civil engineering, land surveying, traffic engineering, infrastructure master planning, storm water, drainage, hydraulics, hydrology, air quality/greenhouse gas analysis, acoustical studies, traffic handling, traffic control, traffic signal design, traffic impact studies, swpp, erosion control, dust control, signage and striping plans."
Ninyo & Moore,Non-Chapter,gruf@ninyoandmoore.com,408 435-9000 (Phone); 408 435-9006 (Fax),http://www.ninyoandmoore.com,"2149 O'Toole Avenue, Suite A, San Jose, California, 95131","Ninyo & Moore is a professional geotechnical and environmental consulting firm providing geotechnical engineering, engineering geology, engineering geophysics, hydrogeology, and environmental consulting services. We provide services for roads, highways, bridges, reservoirs, airports, water and sewer pipelines, pump stations, treatment plants, flood control facilities, and other public and private works."
"Crawford & Associates, Inc.",Central California,ben.crawford@crawford-inc.com,916 455-4225 (Phone),http://www.crawford-inc.com,"4701 Freeport Blvd., Sacramento, California, 95822","Crawford & Associates, Inc. provides geotechnical engineering, design and construction services on projects ranging from transportation, bridges, water and wastewater, levees, tanks, pump stations and structures. Crawford & Associates, Inc. was founded out of the desire to provide substantial growth opportunities for employees and incentivize them to perform to their highest potential."
"EFS Engineering, Inc.",San Diego,skip@efs-engineering.com,858 752-3490 (Phone),http://www.efs-engineering.com,"PO Box 22370, San Diego, California, 92192","EFS Engineering, Inc. provides specialized professional engineering services, including: assessment engineering and special district consulting; rate studies and impact fees; planning and feasibility studies; and project management. With over 30 years of consulting experience our team of qualified professionals and specialized business affiliates is here to assist you with your infrastructure planning and financing needs."
Porter Scott,Affiliate,ctapp@porterscott.com,916 929-1481 (Phone); 916 927-3706 (Fax),http://www.porterscott.com,"350 University Avenue, Suite 200, Sacramento, California, 95825","Civil litigation, including the defense of design professionals."
"Wilson & Company, Inc., Engineers & Architects",Los Angeles County,ap@wilsonco.com,909 806-8000 (Phone),http://www.wilsonco.com,"275 West Hospitality Lane, Suite 315, San Bernardino, California, 92408","For more than eight decades, clients have chosen Wilson & Company to help them move from concept to completion, unused spaces to productive places, underutilized to efficient facilities, and rural to urban challenges to achievable solutions. We provide engineering, architecture, planning, environmental, survey & mapping, and construction management services."
